PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_more_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr9-66465321-2	chr9	66465172	66465497	+	5.15	NA	intron (NM_145617, intron 46 of 77)	intron (NM_145617, intron 46 of 77)	49259	NM_175206	74165	Mm.297998	NM_175206	ENSMUSG00000050503	Fbxl22	1110004B15Rik	F-box and leucine-rich repeat protein 22	protein-coding
Merged-chr1-182644466-1	chr1	182644366	182644567	+	5.14	NA	Intergenic	RLTR45|LTR|ERVK	79459	NM_130890	170725	Mm.189201	NM_130890	ENSMUSG00000038599	Capn8	nCL-2|nCL-2'	calpain 8	protein-coding
Merged-chr12-40709280-1	chr12	40709135	40709426	+	5.14	NA	intron (NM_172803, intron 15 of 52)	L1MC1|LINE|L1	263227	NM_172803	238130	Mm.341423	NM_172803	ENSMUSG00000035954	Dock4	5330406C03|6330411N01Rik|AF263288|C030023J22|mKIAA0716	dedicator of cytokinesis 4	protein-coding
Merged-chr18-4944610-1	chr18	4944526	4944696	+	5.13	NA	Intergenic	Intergenic	-101978	NM_153153	225115	Mm.136791	NM_153153	ENSMUSG00000024236	Svil	AU024053|B430302E16Rik	supervillin	protein-coding
Merged-chr4-153863850-2	chr4	153863653	153864048	+	5.13	NA	Intergenic	Intergenic	86626	NR_040670	407793	Mm.260950	NR_040670		BC039966	-	cDNA sequence BC039966	ncRNA
Merged-chr13-101481968-1	chr13	101481821	101482117	+	5.13	NA	Intergenic	Intergenic	-84389	NR_046187	78136	Mm.399065	NR_046187		4922502H24Rik	-	RIKEN cDNA 4922502H24 gene	ncRNA
Merged-chr8-124008100-1	chr8	124007950	124008252	+	5.13	NA	intron (NM_001357315, intron 3 of 4)	intron (NM_001357315, intron 3 of 4)	12955	NM_001357315	102162	Mm.291777	NM_133966	ENSMUSG00000038697	Taf5l	1110005N04Rik|AI849020	TATA-box binding protein associated factor 5 like	protein-coding
Merged-chr18-83515944-1	chr18	83515787	83516102	+	5.13	NA	Intergenic	ERVB4_2-LTR_MM|LTR|ERVK	-190060	NR_045361	70960	Mm.410834	NR_045361	ENSMUSG00000118333	4921531P14Rik	1700108N05Rik	RIKEN cDNA 4921531P14 gene	ncRNA
Merged-chr13-81230385-1	chr13	81230260	81230511	+	5.13	NA	intron (NM_054053, intron 85 of 89)	intron (NM_054053, intron 85 of 89)	266311	NR_015587	319983	Mm.343027	NR_015587	ENSMUSG00000097098	9330111N05Rik	-	RIKEN cDNA 9330111N05 gene	ncRNA
Merged-chr16-7637460-1	chr16	7637331	7637591	+	5.12	NA	Intergenic	Intergenic	567626	NM_183188	268859	Mm.370334	NM_021477	ENSMUSG00000008658	Rbfox1	A2bp|A2bp1|Hrnbp1|fox-1	RNA binding protein, fox-1 homolog (C. elegans) 1	protein-coding
Merged-chr9-75760202-1	chr9	75760028	75760378	+	5.12	NA	Intergenic	L1_Mus3|LINE|L1	-15162	NM_007555	12160	Mm.428950	NM_007555	ENSMUSG00000032179	Bmp5	AU023399|se	bone morphogenetic protein 5	protein-coding
Merged-chr2-37926086-1	chr2	37925977	37926196	+	5.12	NA	intron (NM_001362973, intron 13 of 22)	intron (NM_001362973, intron 13 of 22)	149837	NM_001163566	241324	Mm.392369	NM_001163566	ENSMUSG00000035403	Crb2	5930402A21|BC043114	crumbs family member 2	protein-coding
Merged-chr16-50694194-1	chr16	50694132	50694257	+	5.12	NA	Intergenic	ORR1D2|LTR|ERVL-MaLR	-32938	NR_105782	102466634		NR_105782	ENSMUSG00000098482	Mir6363	Gm28026|mmu-mir-6363	microRNA 6363	ncRNA
Merged-chr8-53945764-1	chr8	53945625	53945904	+	5.12	NA	Intergenic	Intergenic	-131768	NM_009506	22341	Mm.1402	NM_009506	ENSMUSG00000031520	Vegfc	AW228853|VEGF-C	vascular endothelial growth factor C	protein-coding
Merged-chr7-139485771-1	chr7	139485691	139485852	+	5.12	NA	intron (NM_001355162, intron 4 of 15)	intron (NM_001355162, intron 4 of 15)	85277	NM_001355162	212111	Mm.28308	NM_183144	ENSMUSG00000025477	Inpp5a	-	inositol polyphosphate-5-phosphatase A	protein-coding
Merged-chr8-106191874-2	chr8	106191727	106192084	+	5.12	NA	intron (NM_001357382, intron 4 of 10)	intron (NM_001357382, intron 4 of 10)	19028	NM_001007567	66432	Mm.269029	NM_001007567	ENSMUSG00000033106	Slc7a6os	2010007L18Rik|2400002F02Rik	solute carrier family 7, member 6 opposite strand	protein-coding
Merged-chr16-14701597-1	chr16	14701474	14701721	+	5.11	NA	Intergenic	Intergenic	-4255	NM_011415	20583	Mm.4272	NM_011415	ENSMUSG00000022676	Snai2	Slug|Slugh|Snail2	snail family zinc finger 2	protein-coding
Merged-chr18-32901632-2	chr18	32901486	32901753	+	5.11	NA	Intergenic	RMER2|LTR|ERV1	-20946	NR_105779	102465186		NR_105779	ENSMUSG00000098252	Mir6361	Gm27612|mmu-mir-6361	microRNA 6361	ncRNA
Merged-chr3-149957184-2	chr3	149956903	149957412	+	5.11	NA	Intergenic	Intergenic	682420	NR_040591	381482	Mm.393866	NR_040591		Gm1653	-	predicted gene 1653	ncRNA
Merged-chr15-42584454-1	chr15	42584350	42584560	+	5.10	NA	intron (NM_001286062, intron 1 of 8)	intron (NM_001286062, intron 1 of 8)	92522	NM_009640	11600	Mm.309336	NM_009640	ENSMUSG00000022309	Angpt1	1110046O21Rik|Ang-1|Ang1	angiopoietin 1	protein-coding
Merged-chr14-19208648-4	chr14	19208318	19208908	+	5.10	NA	Intergenic	Intergenic	-314346	NM_001360327	218793	Mm.23551	NM_144839	ENSMUSG00000058317	Ube2e2	BC016265	ubiquitin-conjugating enzyme E2E 2	protein-coding
Merged-chr8-6816220-2	chr8	6816065	6816367	+	5.10	NA	Intergenic	RLTR45|LTR|ERVK	-1710929	NM_011388	20494	Mm.3500	NM_011388	ENSMUSG00000023073	Slc10a2	9130221J18Rik|AI605518|ASBT|IBAT|ISBT	solute carrier family 10, member 2	protein-coding
Merged-chr9-9053158-1	chr9	9053035	9053283	+	5.10	NA	intron (NM_027823, intron 5 of 22)	ORR1E|LTR|ERVL-MaLR	153326	NM_008829	18667	Mm.12798	NM_008829	ENSMUSG00000031870	Pgr	9930019P03Rik|BB114106|NR3C3|PR|PR-A|PR-B	progesterone receptor	protein-coding
Merged-chr16-42456777-3	chr16	42456441	42457180	+	5.10	NA	Intergenic	Intergenic	-116159	NM_008083	14432	Mm.1222	NM_008083	ENSMUSG00000047261	Gap43	B-50|Basp2|GAP-43	growth associated protein 43	protein-coding
Merged-chr18-64969558-1	chr18	64969482	64969636	+	5.10	NA	intron (NM_001114386, intron 1 of 30)	RMER30|DNA|hAT-Charlie	-53968	NM_031881	83814	Mm.98668	NM_031881	ENSMUSG00000024589	Nedd4l	1300012C07Rik|Nedd4-2|Nedd4b	neural precursor cell expressed, developmentally down-regulated gene 4-like	protein-coding
Merged-chr16-40269928-1	chr16	40269762	40270095	+	5.10	NA	intron (NM_001361281, intron 1 of 8)	intron (NM_001361281, intron 1 of 8)	285564	NM_001361282	268890	Mm.310524	NM_175548	ENSMUSG00000061080	Lsamp	5430428I19|AW046674|B130007O04Rik|D930023J12Rik|Gm29907|Lam|Lamp	limbic system-associated membrane protein	protein-coding
Merged-chr6-102231298-2	chr6	102231129	102231549	+	5.10	NA	intron (NM_008779, intron 12 of 21)	L1MC1|LINE|L1	-34761	NR_131018	75893	Mm.2968	NR_131017	ENSMUSG00000107563	4930587E11Rik	4930523E13Rik|Gm44188	RIKEN cDNA 4930587E11 gene	ncRNA
Merged-chr7-73718138-2	chr7	73717859	73718339	+	5.10	NA	Intergenic	Intergenic	-22208	NM_001162532	100038347	Mm.425464	NM_001162532	ENSMUSG00000078670	Fam174b	-	family with sequence similarity 174, member B	protein-coding
Merged-chr13-100252121-1	chr13	100252027	100252217	+	5.10	NA	Intergenic	ERVB5_1-LTR_MM|LTR|ERVK	-4786	NM_010870	17951	Mm.290476	NM_010870	ENSMUSG00000071203	Naip5	Birc1e|Lgn1|Naip-rs3	NLR family, apoptosis inhibitory protein 5	protein-coding
Merged-chr15-91982843-1	chr15	91982732	91982956	+	5.10	NA	Intergenic	RMER5|LTR|ERV1	-68321	NM_001159648	12805	Mm.4911	NM_007727	ENSMUSG00000055022	Cntn1	AW495098|CNTN|F3cam|usl	contactin 1	protein-coding
Merged-chr2-87851736-1	chr2	87851617	87851856	+	5.10	NA	Intergenic	RLTR45|LTR|ERVK	-5441	NM_146638	258631	Mm.377602	NM_146638	ENSMUSG00000047039	Olfr1151	MOR177-9	olfactory receptor 1151	protein-coding
Merged-chr4-74191573-3	chr4	74191188	74191866	+	5.09	NA	intron (NM_001163732, intron 14 of 14)	B4A|SINE|B4	-50970	NM_001172095	76804	Mm.209059	NM_144787	ENSMUSG00000028397	Kdm4c	2410141F18Rik|AA517467|Gasc1|Jmjd2c	lysine (K)-specific demethylase 4C	protein-coding
Merged-chr2-152002848-1	chr2	152002729	152002968	+	5.09	NA	intron (NM_001164819, intron 1 of 4)	intron (NM_001164819, intron 1 of 4)	2982	NM_001164819	69698	Mm.258262	NM_027172	ENSMUSG00000027463	Slc52a3	2310046K01Rik|RFT2	solute carrier protein family 52, member 3	protein-coding
Merged-chr9-37807434-2	chr9	37807127	37807649	+	5.09	NA	Intergenic	RMER15|LTR|ERVL	3499	NM_146883	258883	Mm.377734	NM_146883	ENSMUSG00000066750	Olfr876	MOR161-1	olfactory receptor 876	protein-coding
Merged-chr4-98850625-2	chr4	98850482	98850766	+	5.08	NA	Intergenic	ERVB4_2-LTR_MM|LTR|ERVK	-26784	NR_151512	545660	Mm.331722	NM_001033982	ENSMUSG00000073794	I0C0044D17Rik	-	RIKEN cDNA I0C0044D17 gene	ncRNA
Merged-chr1-138588072-2	chr1	138587879	138588302	+	5.08	NA	intron (NM_001311148, intron 1 of 7)	intron (NM_001311148, intron 1 of 7)	31667	NM_001311148	59125	Mm.143817	NM_021605	ENSMUSG00000026393	Nek7	2810460C19Rik|AU020186	NIMA (never in mitosis gene a)-related expressed kinase 7	protein-coding
Merged-chr5-143471002-2	chr5	143470871	143471159	+	5.08	NA	intron (NM_144915, intron 2 of 14)	intron (NM_144915, intron 2 of 14)	6522	NM_144915	231871	Mm.469963	NM_144915	ENSMUSG00000039206	Daglb	E330036I19Rik	diacylglycerol lipase, beta	protein-coding
Merged-chr10-118435774-1	chr10	118435667	118435883	+	5.08	NA	Intergenic	Intergenic	-5271	NM_008337	15978	Mm.240327	NM_008337	ENSMUSG00000055170	Ifng	IFN-g|Ifg	interferon gamma	protein-coding
Merged-chr4-41225663-1	chr4	41225518	41225809	+	5.07	NA	intron (NM_026872, intron 7 of 28)	intron (NM_026872, intron 7 of 28)	49472	NM_026872	68926	Mm.41864	NM_026872	ENSMUSG00000028433	Ubap2	1190005K07Rik|AA408600|AU045235|UBAP-2|mKIAA1491	ubiquitin-associated protein 2	protein-coding
Merged-chr1-102378751-4	chr1	102378509	102379029	+	5.07	NA	Intergenic	RMER19B|LTR|ERVK	1223001	NR_037989	100504525	Mm.87065	NR_037989	ENSMUSG00000100684	Gm20268	-	predicted gene, 20268	ncRNA
Merged-chr3-133392261-1	chr3	133392163	133392361	+	5.07	NA	Intergenic	Intergenic	82152	NM_146141	74776	Mm.210305	NM_146141	ENSMUSG00000028013	Ppa2	1110013G13Rik|Sid6306	pyrophosphatase (inorganic) 2	protein-coding
Merged-chr9-16319223-2	chr9	16319069	16319445	+	5.07	NA	intron (NM_001080814, intron 2 of 25)	intron (NM_001080814, intron 2 of 25)	182797	NM_001080814	270120	Mm.195010	NM_001080814	ENSMUSG00000074505	Fat3	9430076A06Rik|D430038H04Rik|Gm1132|Gm510|MFAT3F	FAT atypical cadherin 3	protein-coding
Merged-chr10-61114410-1	chr10	61114323	61114498	+	5.07	NA	intron (NM_009163, intron 4 of 14)	intron (NM_009163, intron 4 of 14)	25079	NM_025273	13180	Mm.39473	NM_025273	ENSMUSG00000020098	Pcbd1	Dcoh|Pcbd|Pcd|Phs	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1	protein-coding
Merged-chr4-153831301-2	chr4	153831122	153831495	+	5.07	NA	Intergenic	RLTR45|LTR|ERVK	119168	NR_040670	407793	Mm.260950	NR_040670		BC039966	-	cDNA sequence BC039966	ncRNA
Merged-chr17-18968661-6	chr17	18968217	18969137	+	5.07	NA	Intergenic	IAPLTR3-int|LTR|ERVK	54355	NM_001104549	627367	Mm.384131	NM_001104549	ENSMUSG00000091491	Vmn2r97	EG627367|Vn2r97	vomeronasal 2, receptor 97	protein-coding
Merged-chr15-67545911-2	chr15	67545709	67546060	+	5.07	NA	Intergenic	Intergenic	319115	NR_045140	69334	Mm.63770	NR_045140	ENSMUSG00000102069	1700012I11Rik	-	RIKEN cDNA 1700012I11 gene	ncRNA
Merged-chr11-71712647-2	chr11	71712476	71712930	+	5.05	NA	Intergenic	Intergenic	-37982	NM_001357960	216881	Mm.48648	NM_177618	ENSMUSG00000020811	Wscd1	mKIAA0523	WSC domain containing 1	protein-coding
Merged-chr1-41450194-1	chr1	41450059	41450331	+	5.05	NA	Intergenic	RMER20B|LTR|ERVK	-268943	NR_040475	74897	Mm.243822	NR_040475	ENSMUSG00000104072	4930448I06Rik	-	RIKEN cDNA 4930448I06 gene	ncRNA
Merged-chr13-76850504-1	chr13	76850419	76850591	+	5.04	NA	intron (NM_030174, intron 15 of 20)	intron (NM_030174, intron 15 of 20)	284963	NM_134071	105377	Mm.209730	NM_134071	ENSMUSG00000021597	Slf1	2700017A04Rik|AW545819|Ankrd32|Brctd1|Brctx|C730024G01Rik	SMC5-SMC6 complex localization factor 1	protein-coding
Merged-chr3-127275585-3	chr3	127275385	127275760	+	5.04	NA	intron (NM_001327938, intron 1 of 47)	PB1D7|SINE|Alu	114267	NR_105029	100862268	Mm.444603	NR_105029	ENSMUSG00000097456	LOC100862268	-	uncharacterized LOC100862268	ncRNA
Merged-chr9-96170728-1	chr9	96170598	96170860	+	5.04	NA	intron (NM_001368879, intron 11 of 15)	intron (NM_001368879, intron 11 of 15)	-25546	NM_001184706	211586	Mm.17977	NM_178667	ENSMUSG00000032411	Tfdp2	1110029I05Rik|A330080J22Rik|DP-3|DP3	transcription factor Dp 2	protein-coding
Merged-chr15-82271286-1	chr15	82271159	82271415	+	5.04	NA	intron (NM_001368784, intron 1 of 10)	intron (NM_001368784, intron 1 of 10)	2485	NM_001368785	24050	Mm.309707	NM_011889	ENSMUSG00000022456	Sept3	3110018K01Rik|AV154067|B530002E20Rik|Gm46500|Sep3	septin 3	protein-coding
Merged-chr9-113695774-4	chr9	113695584	113696035	+	5.04	NA	intron (NM_001164677, intron 3 of 17)	intron (NM_001164677, intron 3 of 17)	12450	NM_011052	18571	Mm.29816	NM_011052	ENSMUSG00000032504	Pdcd6ip	AI480591|AW544830|Aip1|Alix|C76364|Eig2|mKIAA1375	programmed cell death 6 interacting protein	protein-coding
Merged-chr12-13126934-1	chr12	13126825	13127045	+	5.04	NA	Intergenic	Intergenic	122239	NM_134040	104721	Mm.251255	NM_134040	ENSMUSG00000037149	Ddx1	AA409185|DBP-RB	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	protein-coding
Merged-chr7-116529975-1	chr7	116529896	116530055	+	5.04	NA	intron (NM_001360375, intron 11 of 14)	ORR1B2|LTR|ERVL-MaLR	25606	NM_001130479	53322	Mm.9901	NM_016773	ENSMUSG00000030659	Nucb2	AI607786|Calnuc|Nefa|Nesfatin-1	nucleobindin 2	protein-coding
Merged-chr2-17812418-1	chr2	17812345	17812492	+	5.03	NA	Intergenic	Intergenic	-81284	NM_028757	74103	Mm.120298	NM_028757	ENSMUSG00000053702	Nebl	1200007O21Rik|A630080F05Rik|BB140644|D830029A09Rik|Lnebl	nebulette	protein-coding
Merged-chr12-29418324-1	chr12	29418150	29418499	+	5.03	NA	Intergenic	Intergenic	-110060	NM_008666	17933	Mm.253067	NM_008666	ENSMUSG00000061911	Myt1l	2900046C06Rik|2900093J19Rik|C630034G21Rik|Nztf1|Pmng1|Png-1|mKIAA1106	myelin transcription factor 1-like	protein-coding
Merged-chr13-74372557-3	chr13	74372368	74372744	+	5.03	NA	exon (NM_001081680, exon 3 of 3)	exon (NM_001081680, exon 3 of 3)	4010	NM_001081680	238722	Mm.461254	NM_001081680	ENSMUSG00000069184	Zfp72	Zfp74	zinc finger protein 72	protein-coding
Merged-chr2-175110055-6	chr2	175109528	175110368	+	5.03	NA	Intergenic	Intergenic	-42179	NM_001085546	664987		NM_001085546	ENSMUSG00000078905	Gm14393	-	predicted gene 14393	protein-coding
Merged-chr4-97712754-1	chr4	97712642	97712867	+	5.03	NA	intron (NM_001122952, intron 1 of 10)	intron (NM_001122952, intron 1 of 10)	-64872	NM_010905	18027	Mm.31274	NM_010905	ENSMUSG00000028565	Nfia	1110047K16Rik|9430022M17Rik|CTF|NF1-A|NF1A	nuclear factor I/A	protein-coding
Merged-chr14-73222770-1	chr14	73222683	73222859	+	5.03	NA	intron (NM_009029, intron 17 of 26)	intron (NM_009029, intron 17 of 26)	-15120	NM_175116	67168	Mm.390681	NM_175116	ENSMUSG00000033446	Lpar6	2610302I02Rik|P2ry5|P2y5	lysophosphatidic acid receptor 6	protein-coding
Merged-chr13-10054283-2	chr13	10054015	10054451	+	5.03	NA	intron (NM_033269, intron 3 of 4)	MLTR11A|LTR|ERVK	-288912	NM_001347474	66505	Mm.397307	NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
Merged-chr4-123898992-1	chr4	123898862	123899124	+	5.03	NA	Intergenic	Intergenic	-6020	NM_019660	56309	Mm.446553	NM_019660	ENSMUSG00000028647	Mycbp	5730488M09Rik|AW552132|AW742590|Amy-1	MYC binding protein	protein-coding
Merged-chr19-14436859-4	chr19	14436714	14437041	+	5.02	NA	promoter-TSS (NR_152176)	promoter-TSS (NR_152176)	-927	NR_152176	667433	Mm.128913	NR_152176		Gm8630	EG667433	predicted gene 8630	ncRNA
Merged-chr2-147022219-1	chr2	147022124	147022315	+	5.02	NA	intron (NM_011917, intron 1 of 29)	intron (NM_011917, intron 1 of 29)	9220	NM_001356402	24128	Mm.3065	NM_011917	ENSMUSG00000027433	Xrn2	-	5'-3' exoribonuclease 2	protein-coding
Merged-chr5-107533865-2	chr5	107533759	107534023	+	5.02	NA	promoter-TSS (NM_182745)	promoter-TSS (NM_182745)	-829	NM_182745	76421	Mm.67037	NM_175241	ENSMUSG00000089798	1700028K03Rik	-	RIKEN cDNA 1700028K03 gene	protein-coding
Merged-chr12-70885850-2	chr12	70885583	70886128	+	5.01	NA	intron (NM_028127, intron 7 of 13)	intron (NM_028127, intron 7 of 13)	-52002	NM_019785	56444	Mm.29317	NM_019785	ENSMUSG00000021076	Actr10	Actr11|Arp11	ARP10 actin-related protein 10	protein-coding
Merged-chr13-5779605-3	chr13	5779507	5779704	+	5.01	NA	Intergenic	Intergenic	78487	NR_045891	71867	Mm.179181	NR_045891	ENSMUSG00000100625	1700016G22Rik	-	RIKEN cDNA 1700016G22 gene	ncRNA
Merged-chr9-105764839-1	chr9	105764771	105764908	+	5.00	NA	intron (NM_001102607, intron 10 of 36)	intron (NM_001102607, intron 10 of 36)	44809	NM_172927	245026	Mm.482507	NM_172927	ENSMUSG00000043719	Col6a6	E330019B14|E330026B02Rik	collagen, type VI, alpha 6	protein-coding
Merged-chr13-20138665-1	chr13	20138598	20138733	+	5.00	NA	intron (NM_080288, intron 1 of 21)	intron (NM_080288, intron 1 of 21)	48158	NM_080288	140580	Mm.342392	NM_080288	ENSMUSG00000041112	Elmo1	6330578D22Rik|C230095H21Rik|CED-12	engulfment and cell motility 1	protein-coding
Merged-chr4-117190204-7	chr4	117189456	117190687	+	5.00	NA	Intergenic	Intergenic	-7447	NM_134471	73804	Mm.247651	NM_134471	ENSMUSG00000028678	Kif2c	4930402F02Rik|ESTM5|Knsl6|MCAK|X83316	kinesin family member 2C	protein-coding
Merged-chr6-40454679-1	chr6	40454574	40454785	+	5.00	NA	intron (NM_201370, intron 4 of 11)	intron (NM_201370, intron 4 of 11)	11816	NM_201370	381759	Mm.20593	NM_201370	ENSMUSG00000037159	Wee2	Gm1065|Wee1B	WEE1 homolog 2 (S. pombe)	protein-coding
Merged-chr5-99064090-1	chr5	99063973	99064209	+	5.00	NA	Intergenic	Intergenic	-27012	NM_008926	19092	Mm.263002	NM_008926	ENSMUSG00000029334	Prkg2	AW212535|CGKII|Prkgr2|cGK-II	protein kinase, cGMP-dependent, type II	protein-coding
Merged-chr3-27453755-2	chr3	27453467	27454025	+	5.00	NA	intron (NM_001356953, intron 22 of 26)	intron (NM_001356953, intron 22 of 26)	82395	NM_177330	208188	Mm.194721	NM_177330	ENSMUSG00000051136	Ghsr	C530020I22Rik|GHRP|GHS-R|Ghsr1a	growth hormone secretagogue receptor	protein-coding
Merged-chr3-150406444-1	chr3	150406337	150406552	+	5.00	NA	Intergenic	Intergenic	617418	NR_039540	100628568		NR_039540	ENSMUSG00000092830	Mir3963	mmu-mir-3963|mu-mir-3963	microRNA 3963	ncRNA
Merged-chr9-103654220-1	chr9	103654056	103654386	+	5.00	NA	intron (NM_178638, intron 2 of 5)	intron (NM_178638, intron 2 of 5)	38586	NM_001359465	81907	Mm.384704	NM_178638	ENSMUSG00000042757	Tmem108	AI462967|B130017P16Rik|R74726	transmembrane protein 108	protein-coding
Merged-chr12-54409624-1	chr12	54409500	54409750	+	5.00	NA	Intergenic	Intergenic	-18307	NR_033689	665239	Mm.26856	NR_033689		Gm7550	EG665239|Gm666	predicted gene 7550	ncRNA
Merged-chr2-51522401-1	chr2	51522320	51522483	+	5.00	NA	Intergenic	ORR1C1|LTR|ERVL-MaLR	-84501	NR_130155	73375	Mm.396227	NR_130155	ENSMUSG00000086007	1700057H21Rik	-	RIKEN cDNA 1700057H21 gene	ncRNA
Merged-chr11-61499389-1	chr11	61499319	61499461	+	5.00	NA	Intergenic	B3A|SINE|B2	-5124	NM_001291034	23939	Mm.38172	NM_011841	ENSMUSG00000001034	Mapk7	BMK-1|BMK1|ERK-5|ERK5|Erk5-T|PRKM7|b2b2346Clo	mitogen-activated protein kinase 7	protein-coding
Merged-chr8-88305457-1	chr8	88305311	88305604	+	5.00	NA	intron (NM_001037724, intron 3 of 27)	intron (NM_001037724, intron 3 of 27)	11253	NM_001037724	11513	Mm.288206	NM_007406	ENSMUSG00000031659	Adcy7	AA407758	adenylate cyclase 7	protein-coding
Merged-chr6-83478270-1	chr6	83478079	83478462	+	5.00	NA	Intergenic	ID_B1|SINE|B4	-21878	NM_001347313	194388	Mm.211030	NM_183138	ENSMUSG00000034832	Tet3	B430006D22Rik|BC037432|D230004J03Rik	tet methylcytosine dioxygenase 3	protein-coding
Merged-chr10-98720390-1	chr10	98720296	98720486	+	5.00	NA	Intergenic	Intergenic	-194251	NM_001359506	67972	Mm.166944	NM_026482	ENSMUSG00000019943	Atp2b1	2810442I22Rik|E130111D10Rik|Pmca1	ATPase, Ca++ transporting, plasma membrane 1	protein-coding
Merged-chr19-9884126-1	chr19	9884044	9884210	+	5.00	NA	intron (NM_001369356, intron 8 of 18)	intron (NM_001369356, intron 8 of 18)	15362	NM_001369356	16319	Mm.29755	NM_016692	ENSMUSG00000024660	Incenp	2700067E22Rik|AU019509|C130081E20|C77457	inner centromere protein	protein-coding
Merged-chr18-53926913-1	chr18	53926816	53927012	+	5.00	NA	intron (NM_152809, intron 6 of 12)	RMER15|LTR|ERVL	64801	NM_152809	70425	Mm.368668	NM_152809	ENSMUSG00000073563	Csnk1g3	3300002K07Rik|C330049O21Rik	casein kinase 1, gamma 3	protein-coding
Merged-chr14-9660077-2	chr14	9659908	9660213	+	5.00	NA	intron (NM_001308286, intron 5 of 6)	L1_Mus3|LINE|L1	-224035	NR_030680	100042415	Mm.235938	NR_030680	ENSMUSG00000089686	Mnd1-ps	Gm3833	Mnd1 retrotransposed pseudogene	pseudo
Merged-chr1-136958312-1	chr1	136958221	136958405	+	5.00	NA	intron (NM_030676, intron 1 of 8)	intron (NM_030676, intron 1 of 8)	2135	NM_030676	26424	Mm.16794	NM_030676	ENSMUSG00000026398	Nr5a2	AU020803|D1Ertd308e|Ftf|LRH-1|UF2-H3B	nuclear receptor subfamily 5, group A, member 2	protein-coding
Merged-chr1-80500483-1	chr1	80500397	80500571	+	5.00	NA	TTS (NM_001285927)	TTS (NM_001285927)	54552	NR_040460	72208	Mm.396181	NR_040460	ENSMUSG00000101483	1700016L21Rik	CD11c-DTR|DCKO|DTR-GFP|DTR-GRP|Jr3|Tg(Itgax-DTR/EGFP)57Lan	RIKEN cDNA 1700016L21 gene	ncRNA
Merged-chr4-102362495-1	chr4	102362412	102362580	+	5.00	NA	intron (NM_019840, intron 1 of 14)	intron (NM_019840, intron 1 of 14)	107557	NM_019840	18578	Mm.20181	NM_019840	ENSMUSG00000028525	Pde4b	Dpde4|R74983|dunce	phosphodiesterase 4B, cAMP specific	protein-coding
Merged-chr13-5443762-1	chr13	5443630	5443895	+	5.00	NA	Intergenic	Intergenic	414330	NR_045891	71867	Mm.179181	NR_045891	ENSMUSG00000100625	1700016G22Rik	-	RIKEN cDNA 1700016G22 gene	ncRNA
Merged-chr2-136898597-1	chr2	136898485	136898710	+	5.00	NA	promoter-TSS (NM_001038641)	promoter-TSS (NM_001038641)	-754	NM_001355671	74243	Mm.330612	NM_028201	ENSMUSG00000027281	Slx4ip	2210009G21Rik|2410004I22Rik|C85661|Slxip	SLX4 interacting protein	protein-coding
Merged-chr17-73902527-1	chr17	73902426	73902629	+	5.00	NA	intron (NM_011723, intron 24 of 35)	intron (NM_011723, intron 24 of 35)	47669	NM_011723	22436	Mm.11223	NM_011723	ENSMUSG00000024066	Xdh	XO|Xor|Xox-1|Xox1	xanthine dehydrogenase	protein-coding
Merged-chr13-75361427-1	chr13	75361247	75361609	+	5.00	NA	Intergenic	RLTR9A2|LTR|ERVK	271571	NM_013628	18548	Mm.1333	NM_013628	ENSMUSG00000021587	Pcsk1	Nec-1|Nec1|PC1|PC3|Phpp-1|SPC3	proprotein convertase subtilisin/kexin type 1	protein-coding
Merged-chr4-63752720-1	chr4	63752604	63752838	+	4.98	NA	Intergenic	MIR3|SINE|MIR	-7662	NM_177371	326623	Mm.208152	NM_177371	ENSMUSG00000050395	Tnfsf15	Tl1|Tl1a|Tnlg1b|Vegi	tumor necrosis factor (ligand) superfamily, member 15	protein-coding
Merged-chr13-33435424-5	chr13	33435010	33435822	+	4.98	NA	Intergenic	Intergenic	39743	NM_001370927	544923		NM_001370927	ENSMUSG00000071452	Serpinb9h	Gm11397	serine (or cysteine) peptidase inhibitor, clade B, member 9h	protein-coding
Merged-chr8-46698227-3	chr8	46698110	46698357	+	4.98	NA	Intergenic	MIRb|SINE|MIR	41282	NR_045750	100503498	Mm.187358	NR_045750	ENSMUSG00000097534	Gm16675	-	predicted gene, 16675	ncRNA
Merged-chr5-6718885-2	chr5	6718666	6719078	+	4.98	NA	Intergenic	ERVB4_2-LTR_MM|LTR|ERVK	-585292	NM_027603	70920	Mm.158494	NM_027603	ENSMUSG00000040514	Tex47	4921511H03Rik	testis expressed 47	protein-coding
