PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_less_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr11-61872494-1	chr11	61872423	61872566	+	5.62	NA	3' UTR (NM_019921, exon 15 of 15)	3' UTR (NM_019921, exon 15 of 15)	-17402	NM_013881	29869	Mm.162025	NM_013881	ENSMUSG00000004798	Ulk2	A830085I22Rik|AU015340|Unc51.2|mKIAA0623	unc-51 like kinase 2	protein-coding
Merged-chr11-53131275-1	chr11	53131200	53131352	+	5.62	NA	intron (NM_177059, intron 6 of 15)	intron (NM_177059, intron 6 of 15)	-11220	NR_046047	790909	Mm.404626	NR_046047	ENSMUSG00000087668	Gm11186	-	predicted gene 11186	ncRNA
Merged-chr15-18676836-1	chr15	18676783	18676890	+	5.62	NA	Intergenic	RMER2|LTR|ERV1	-142111	NM_001316758	320873	Mm.117794	NM_009865	ENSMUSG00000022321	Cdh10	A830016G23Rik|C030003B10Rik|C030011H18Rik	cadherin 10	protein-coding
Merged-chr18-14438498-3	chr18	14438351	14438704	+	5.61	NA	Intergenic	Intergenic	206221	NR_045373	74529	Mm.400519	NR_045373	ENSMUSG00000117633	8430422H06Rik	-	RIKEN cDNA 8430422H06 gene	ncRNA
Merged-chr18-31856918-1	chr18	31856857	31856980	+	5.60	NA	intron (NM_028866, intron 7 of 21)	B4A|SINE|B4	52861	NM_001170966	74320	Mm.277705	NM_028866	ENSMUSG00000024400	Wdr33	1110001N06Rik|2310011G05Rik|2810021O11Rik|8430413N20Rik|WDC146	WD repeat domain 33	protein-coding
Merged-chr8-83612128-2	chr8	83611961	83612267	+	5.60	NA	3' UTR (NM_001308227, exon 3 of 3)	3' UTR (NM_001308227, exon 3 of 3)	3566	NM_001308227	81489	Mm.282092	NM_018808	ENSMUSG00000005483	Dnajb1	0610007I11Rik|DjB1|HSPF1|Hdj1|Hsp40	DnaJ heat shock protein family (Hsp40) member B1	protein-coding
Merged-chr12-11323683-1	chr12	11323589	11323779	+	5.58	NA	Intergenic	Intergenic	23797	NR_106136	102465775		NR_106136	ENSMUSG00000098879	Mir7675	Gm27965|mmu-mir-7675	microRNA 7675	ncRNA
Merged-chr1-168826966-1	chr1	168826897	168827037	+	5.58	NA	Intergenic	MTE2b|LTR|ERVL-MaLR	192122	NR_105772	102466632		NR_105772	ENSMUSG00000098829	Mir6354	Gm27282|mmu-mir-6354	microRNA 6354	ncRNA
Merged-chr2-5864363-1	chr2	5864267	5864461	+	5.58	NA	exon (NM_016918, exon 7 of 10)	exon (NM_016918, exon 7 of 10)	-1430	NR_152181	791411	Mm.442531	NR_152181		Gm13199	-	predicted gene 13199	ncRNA
Merged-chr2-104241181-1	chr2	104241085	104241278	+	5.58	NA	exon (NM_001033347, exon 7 of 21)	exon (NM_001033347, exon 7 of 21)	118412	NM_026634	68243	Mm.158191	NM_026634	ENSMUSG00000032671	A930018P22Rik	-	RIKEN cDNA A930018P22 gene	protein-coding
Merged-chr12-109950495-1	chr12	109950282	109950709	+	5.58	NA	Intergenic	Intergenic	202617	NR_037233	100499517		NR_037233	ENSMUSG00000093351	Mir3072	mir-3072|mmu-mir-3072	microRNA 3072	ncRNA
Merged-chr18-69074121-1	chr18	69074034	69074210	+	5.58	NA	Intergenic	Intergenic	-51849	NR_105780	102465187		NR_105780	ENSMUSG00000098366	Mir145b	Gm27644|mmu-mir-145b	microRNA 145b	ncRNA
Merged-chr2-35591812-2	chr2	35591608	35591954	+	5.57	NA	intron (NM_001290637, intron 1 of 16)	intron (NM_001290637, intron 1 of 16)	8941	NM_001290637	69601	Mm.29629	NM_001001602	ENSMUSG00000026883	Dab2ip	2310011D08Rik|AI480459|Aip1|mKIAA1743	disabled 2 interacting protein	protein-coding
Merged-chr18-76872990-1	chr18	76872931	76873050	+	5.56	NA	intron (NM_001109743, intron 4 of 8)	intron (NM_001109743, intron 4 of 8)	16585	NM_001109743	664805	Mm.329543	NM_001109743	ENSMUSG00000091519	Skor2	Corl2|EG664805|Fussel18|Gm7348	SKI family transcriptional corepressor 2	protein-coding
Merged-chr5-127842310-1	chr5	127842250	127842371	+	5.56	NA	intron (NM_172885, intron 5 of 8)	B3|SINE|B2	210048	NM_177005	319804	Mm.237888	NM_177005	ENSMUSG00000049971	Glt1d1	5730455A04Rik	glycosyltransferase 1 domain containing 1	protein-coding
Merged-chr10-63210987-1	chr10	63210922	63211054	+	5.56	NA	Intergenic	Lx8b|LINE|L1	-7036	NM_182992	68802	Mm.259767	NM_182992	ENSMUSG00000020067	Mypn	1110056A04Rik|9830112J03|AI853556|mKIAA4170	myopalladin	protein-coding
Merged-chr14-109736695-1	chr14	109736636	109736756	+	5.56	NA	Intergenic	Lx2B2|LINE|L1	-822457	NM_199065	76965	Mm.257268	NM_199065	ENSMUSG00000075478	Slitrk1	3200001I04Rik	SLIT and NTRK-like family, member 1	protein-coding
Merged-chr2-13486523-1	chr2	13486455	13486593	+	5.56	NA	intron (NM_001081084, intron 5 of 66)	intron (NM_001081084, intron 5 of 66)	5352	NM_001081084	65969	Mm.313915	NM_001081084	ENSMUSG00000026726	Cubn	AA408369|AL022750|D2Wsu88e	cubilin (intrinsic factor-cobalamin receptor)	protein-coding
Merged-chr5-109419670-1	chr5	109419540	109419802	+	5.56	NA	promoter-TSS (NM_001104628)	promoter-TSS (NM_001104628)	-342	NM_001104628	384221	Mm.469879	NM_001104628	ENSMUSG00000091879	Vmn2r17	EG384221	vomeronasal 2, receptor 17	protein-coding
Merged-chr18-33171278-1	chr18	33171223	33171334	+	5.56	NA	intron (NM_009793, intron 7 of 10)	intron (NM_009793, intron 7 of 10)	42584	NM_133774	170459	Mm.127058	NM_133774	ENSMUSG00000024378	Stard4	4632419C16Rik|9030213J02Rik	StAR-related lipid transfer (START) domain containing 4	protein-coding
Merged-chr14-23749242-1	chr14	23749154	23749331	+	5.56	NA	intron (NM_001253374, intron 1 of 28)	intron (NM_001253374, intron 1 of 28)	254963	NM_001253369	16531	Mm.343607	NM_010610	ENSMUSG00000063142	Kcnma1	5730414M22Rik|BKCa|MaxiK|Slo|Slo1|mSlo|mSlo1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	protein-coding
Merged-chr19-35322846-1	chr19	35322772	35322921	+	5.56	NA	Intergenic	Lx3B|LINE|L1	357450	NR_035473	100316775		NR_035473	ENSMUSG00000089151	Mir1950	mmu-mir-1950	microRNA 1950	ncRNA
Merged-chr5-38081264-1	chr5	38081207	38081323	+	5.56	NA	intron (NM_001359398, intron 1 of 9)	intron (NM_001359398, intron 1 of 9)	42035	NM_001289536	71116	Mm.18959	NM_026959	ENSMUSG00000029125	Stx18	1810035L21Rik|4933425D03Rik|AU041562	syntaxin 18	protein-coding
Merged-chr4-65645480-1	chr4	65645418	65645543	+	5.56	NA	intron (NM_207109, intron 15 of 22)	intron (NM_207109, intron 15 of 22)	40494	NM_053084	69807	Mm.22786	NM_053084	ENSMUSG00000051675	Trim32	1810045E12Rik|3f3|BBS11|Zfp117	tripartite motif-containing 32	protein-coding
Merged-chr6-11920218-1	chr6	11920140	11920297	+	5.56	NA	intron (NM_001362123, intron 1 of 15)	RMER6A|LTR|ERVK	-5663	NM_029404	75725	Mm.212411	NM_029404	ENSMUSG00000029629	Phf14	1110001C23Rik|4932409F11Rik|5730446A07Rik|AA623952|AV297001|mKIAA0783	PHD finger protein 14	protein-coding
Merged-chr9-116907422-1	chr9	116907352	116907494	+	5.56	NA	intron (NM_001172123, intron 4 of 14)	(TG)n|Simple_repeat|Simple_repeat	345060	NM_001172122	207181	Mm.326411	NM_178660	ENSMUSG00000039607	Rbms3	6720477E09Rik|8430436O14Rik	RNA binding motif, single stranded interacting protein	protein-coding
Merged-chr12-114223199-1	chr12	114223091	114223309	+	5.56	NA	Intergenic	Intergenic	246266	NR_106062	102465663		NR_106062	ENSMUSG00000105438	Mir7094-1	mmu-mir-7094-1	microRNA 7094-1	ncRNA
Merged-chr1-175640978-1	chr1	175640913	175641045	+	5.56	NA	intron (NM_133809, intron 4 of 14)	intron (NM_133809, intron 4 of 14)	8786	NM_133809	98256	Mm.27217	NM_133809	ENSMUSG00000039783	Kmo	AI046660	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	protein-coding
Merged-chr10-42309403-1	chr10	42309324	42309483	+	5.56	NA	Intergenic	Intergenic	-32661	NM_019740	56484	Mm.338613	NM_019740	ENSMUSG00000048756	Foxo3	1110048B16Rik|2010203A17Rik|C76856|FKHRL1|Fkhr2|Foxo3a	forkhead box O3	protein-coding
Merged-chr12-18240907-1	chr12	18240841	18240975	+	5.56	NA	Intergenic	RLTR1|LTR|ERV1	-273602	NM_001033157	236366	Mm.352227	NM_001033157	ENSMUSG00000073197	5730507C01Rik	-	RIKEN cDNA 5730507C01 gene	protein-coding
Merged-chr19-4682532-1	chr19	4682402	4682664	+	5.56	NA	intron (NM_001033447, intron 3 of 14)	Lx5|LINE|L1	16135	NM_001033447	381196	Mm.297789	NM_001033447	ENSMUSG00000071691	Gm960	TOPOVIBL|Top6bl	predicted gene 960	protein-coding
Merged-chr15-87867368-1	chr15	87867250	87867488	+	5.56	NA	Intergenic	Intergenic	-71426	NR_105817	102465209		NR_105817	ENSMUSG00000098938	Mir6393	Gm27424|mmu-mir-6393	microRNA 6393	ncRNA
Merged-chr13-52855731-2	chr13	52855595	52855839	+	5.54	NA	intron (NM_016709, intron 6 of 9)	intron (NM_016709, intron 6 of 9)	73960	NM_016709	11992	Mm.252034	NM_016709	ENSMUSG00000021460	Auh	C77140|W91705	AU RNA binding protein/enoyl-coenzyme A hydratase	protein-coding
Merged-chr17-87561971-1	chr17	87561889	87562054	+	5.54	NA	Intergenic	Intergenic	-74008	NM_008532	17075	Mm.4259	NM_008532	ENSMUSG00000045394	Epcam	CD326|EGP|EGP-2|Egp314|Ep-CAM|EpCAM1|GA733-2|Ly74|TROP1|Tacsd1|Tacstd1|gp40	epithelial cell adhesion molecule	protein-coding
Merged-chr2-69024885-1	chr2	69024809	69024962	+	5.54	NA	intron (NM_172856, intron 4 of 9)	intron (NM_172856, intron 4 of 9)	-110915	NM_181547	329416	Mm.90047	NM_181547	ENSMUSG00000034738	Nostrin	Daip2|mDaIP2	nitric oxide synthase trafficker	protein-coding
Merged-chr13-29745556-1	chr13	29745484	29745629	+	5.53	NA	intron (NR_131896, intron 5 of 16)	intron (NR_131896, intron 5 of 16)	110117	NM_001308486	68916	Mm.212227	NM_144536	ENSMUSG00000006191	Cdkal1	1190005B03Rik|6620401C13Rik	CDK5 regulatory subunit associated protein 1-like 1	protein-coding
Merged-chr17-45517891-1	chr17	45517785	45517998	+	5.52	NA	intron (NM_198608, intron 15 of 21)	intron (NM_198608, intron 15 of 21)	-5543	NM_013688	21645	Mm.491193	NM_013688	ENSMUSG00000023949	Tcte1	D17Sil1|Tcte-1	t-complex-associated testis expressed 1	protein-coding
Merged-chr1-121128910-1	chr1	121128835	121128986	+	5.50	NA	Intergenic	MTEa|LTR|ERVL-MaLR	41505	NR_110450	98452	Mm.131017	NR_038008	ENSMUSG00000097881	Celrr	AI848258|B230209K01Rik|Celr|Gm818	cerebellum expressed regulatory RNA	ncRNA
Merged-chr5-38394300-1	chr5	38394226	38394376	+	5.50	NA	intron (NM_001102415, intron 5 of 9)	intron (NM_001102415, intron 5 of 9)	49912	NR_046191	78172	Mm.243835	NR_046191	ENSMUSG00000106932	4930487D11Rik	-	RIKEN cDNA 4930487D11 gene	ncRNA
Merged-chr6-115336931-1	chr6	115336839	115337025	+	5.50	NA	Intergenic	Charlie17a|DNA|hAT-Charlie	-24019	NM_001127330	19016	Mm.3020	NM_011146	ENSMUSG00000000440	Pparg	Nr1c3|PPAR-gamma|PPAR-gamma2|PPARgamma|PPARgamma2	peroxisome proliferator activated receptor gamma	protein-coding
Merged-chr17-9024828-1	chr17	9024769	9024888	+	5.50	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	36495	NM_001347544	66931	Mm.67591	NM_025851	ENSMUSG00000023873	1700010I14Rik	-	RIKEN cDNA 1700010I14 gene	protein-coding
Merged-chr14-37428017-1	chr14	37427953	37428083	+	5.50	NA	Intergenic	Lx3_Mus|LINE|L1	-292696	NM_078478	66092	Mm.182912	NM_078478	ENSMUSG00000041028	Ghitm	1010001P14Rik|C77840|MICS1|PTD010|Tmbim5	growth hormone inducible transmembrane protein	protein-coding
Merged-chr4-95171718-1	chr4	95171647	95171791	+	5.50	NA	Intergenic	Intergenic	-119497	NM_010591	16476	Mm.275071	NM_010591	ENSMUSG00000052684	Jun	AP-1|Junc|c-jun	jun proto-oncogene	protein-coding
Merged-chr2-71831477-1	chr2	71831416	71831539	+	5.50	NA	intron (NM_008397, intron 9 of 25)	intron (NM_008397, intron 9 of 25)	-41747	NM_172665	228026	Mm.34411	NM_172665	ENSMUSG00000006494	Pdk1	B830012B01|D530020C15Rik	pyruvate dehydrogenase kinase, isoenzyme 1	protein-coding
Merged-chr3-104139423-1	chr3	104139341	104139506	+	5.50	NA	intron (NM_001159354, intron 1 of 20)	RMER1B|Other|Other	80983	NM_133853	99470	Mm.264849	NM_133853	ENSMUSG00000052539	Magi3	4732496O19Rik|6530407C02Rik|AA407180|AI120132|mKIAA1634	membrane associated guanylate kinase, WW and PDZ domain containing 3	protein-coding
Merged-chr9-103034141-1	chr9	103034070	103034214	+	5.50	NA	intron (NM_033314, intron 1 of 13)	intron (NM_033314, intron 1 of 13)	25655	NM_033314	24059	Mm.207106	NM_033314	ENSMUSG00000032548	Slco2a1	2310021C19Rik|Pgt|Slc21a2	solute carrier organic anion transporter family, member 2a1	protein-coding
Merged-chr5-139418939-2	chr5	139418759	139419173	+	5.50	NA	intron (NM_028469, intron 2 of 4)	intron (NM_028469, intron 2 of 4)	-4213	NM_029771	76854	Mm.389706	NM_029771	ENSMUSG00000053647	Gper1	6330420K13Rik|CMKRL2|Ceprl|FEG-1|GPCR-Br|Gper|Gpr30	G protein-coupled estrogen receptor 1	protein-coding
Merged-chr6-134131582-2	chr6	134131497	134131684	+	5.50	NA	intron (NM_001303102, intron 2 of 8)	intron (NM_001303102, intron 2 of 8)	95890	NM_001303102	14011	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding
Merged-chr7-80430115-1	chr7	80430027	80430205	+	5.50	NA	Intergenic	Intergenic	-24680	NM_001081454	18550	Mm.5241	NM_011046	ENSMUSG00000030530	Furin	9130404I01Rik|Fur|PACE|Pcsk3|SPC1	furin (paired basic amino acid cleaving enzyme)	protein-coding
Merged-chr2-25685585-1	chr2	25685451	25685720	+	5.50	NA	3' UTR (NM_178036, exon 6 of 6)	3' UTR (NM_178036, exon 6 of 6)	2859	NM_178036	332578	Mm.246797	NM_178036	ENSMUSG00000047356	Lcn10	9230112J07Rik	lipocalin 10	protein-coding
Merged-chr12-4402072-1	chr12	4401999	4402147	+	5.50	NA	intron (NM_010881, intron 2 of 22)	intron (NM_010881, intron 2 of 22)	75109	NM_010881	17977	Mm.301039	NM_010881	ENSMUSG00000020647	Ncoa1	KAT13A|NCoA-1|NRC-1|SRC-1|SRC-a|SRC1|bHLHe74|mNRC-1	nuclear receptor coactivator 1	protein-coding
Merged-chr6-90338789-1	chr6	90338723	90338856	+	5.50	NA	intron (NM_001347329, intron 5 of 19)	intron (NM_001347329, intron 5 of 19)	5500	NM_144940	243537	Mm.335669	NM_144940	ENSMUSG00000034456	Uroc1	AI265605|BC022133	urocanase domain containing 1	protein-coding
Merged-chr12-109746994-1	chr12	109746930	109747059	+	5.50	NA	promoter-TSS (NR_037233)	promoter-TSS (NR_037233)	-884	NR_037233	100499517		NR_037233	ENSMUSG00000093351	Mir3072	mir-3072|mmu-mir-3072	microRNA 3072	ncRNA
Merged-chr13-60351680-1	chr13	60351620	60351742	+	5.50	NA	Intergenic	RMER1C|Other|Other	146210	NR_036449	100503759	Mm.38101	NM_177810	ENSMUSG00000050765	Gm5084	A030007L22|EG328264	predicted gene 5084	ncRNA
Merged-chr14-70640315-1	chr14	70640196	70640436	+	5.48	NA	intron (NM_008004, intron 2 of 4)	intron (NM_008004, intron 2 of 4)	1952	NM_001360108	14171	Mm.12814	NM_008004	ENSMUSG00000022101	Fgf17	-	fibroblast growth factor 17	protein-coding
Merged-chr7-37675612-1	chr7	37675512	37675714	+	5.48	NA	intron (NM_172385, intron 2 of 5)	intron (NM_172385, intron 2 of 5)	94139	NM_172385	243937	Mm.322505	NM_172385	ENSMUSG00000043456	Zfp536	9630010P11Rik|Znf536|mKIAA0390	zinc finger protein 536	protein-coding
Merged-chr10-18143749-1	chr10	18143640	18143859	+	5.47	NA	intron (NM_001370991, intron 14 of 21)	intron (NM_001370991, intron 14 of 21)	67078	NM_001370991								
Merged-chr6-34124487-1	chr6	34124357	34124619	+	5.47	NA	intron (NM_028886, intron 16 of 19)	Lx7|LINE|L1	52566	NM_021435	58246	Mm.245527	NM_021435	ENSMUSG00000018999	Slc35b4	4930474D06Rik|AB041549|AW494345	solute carrier family 35, member B4	protein-coding
Merged-chr19-42270126-1	chr19	42270060	42270193	+	5.47	NA	3' UTR (NM_001141983, exon 7 of 7)	3' UTR (NM_001141983, exon 7 of 7)	10044	NR_037246	100526549		NR_037246	ENSMUSG00000093234	Mir3085	mir-3085|mmu-mir-3085	microRNA 3085	ncRNA
Merged-chr12-21172329-2	chr12	21172179	21172465	+	5.47	NA	intron (NM_001004364, intron 2 of 26)	intron (NM_001004364, intron 2 of 26)	60566	NM_001004364	211914	Mm.358946	NM_001004364	ENSMUSG00000052632	Asap2	6530401G17Rik|Ddef2|Gm1523|Gm592|PAG3|PAP	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	protein-coding
Merged-chr10-80281424-1	chr10	80281353	80281496	+	5.47	NA	intron (NM_133188, intron 7 of 11)	intron (NM_133188, intron 7 of 11)	3260	NR_105876	102466207		NR_105876	ENSMUSG00000098672	Mir6911	Gm27822|mmu-mir-6911	microRNA 6911	ncRNA
Merged-chr17-81048636-1	chr17	81048542	81048732	+	5.46	NA	intron (NM_028138, intron 5 of 9)	intron (NM_028138, intron 5 of 9)	16448	NM_028138	72167	Mm.273257	NM_028138	ENSMUSG00000024246	Thumpd2	2810025A12Rik	THUMP domain containing 2	protein-coding
Merged-chr2-172597990-1	chr2	172597923	172598058	+	5.45	NA	Intergenic	Intergenic	46999	NM_001159696	21420	Mm.3629	NM_009335	ENSMUSG00000028640	Tfap2c	AA409384|AP2gamma|Ap-2.2|Stra2|Tcfap2c	transcription factor AP-2, gamma	protein-coding
Merged-chr2-121385675-1	chr2	121385607	121385744	+	5.45	NA	Intergenic	RMER15|LTR|ERVL	-4735	NM_080459	140476	Mm.467475	NM_080459	ENSMUSG00000033498	Strc	DFNB16	stereocilin	protein-coding
Merged-chr6-18394675-1	chr6	18394608	18394744	+	5.45	NA	intron (NR_149735, intron 14 of 22)	intron (NR_149735, intron 14 of 22)	120193	NR_149735	30785	Mm.224189	NM_080285	ENSMUSG00000000416	Cttnbp2	3010022N24Rik|4732477G22Rik|6430526E05|9130022E09Rik|AU040881|Cortbp2|ORF4|mKIAA1758	cortactin binding protein 2	protein-coding
Merged-chr12-86470339-1	chr12	86470277	86470403	+	5.45	NA	exon (NM_001159500, exon 2 of 7)	exon (NM_001159500, exon 2 of 7)	48696	NM_011934	26380	Mm.235550	NM_011934	ENSMUSG00000021255	Esrrb	Err2|Errb|Estrrb|Nr3b2	estrogen related receptor, beta	protein-coding
Merged-chr14-117883438-1	chr14	117883368	117883509	+	5.45	NA	intron (NM_001079844, intron 5 of 9)	intron (NM_001079844, intron 5 of 9)	70409	NR_105747	102465148		NR_105747	ENSMUSG00000098648	Mir6239	Gm28025|mmu-mir-6239	microRNA 6239	ncRNA
Merged-chr18-3655514-1	chr18	3655452	3655577	+	5.45	NA	Intergenic	Intergenic	147557	NM_026505	68010	Mm.284863	NM_026505	ENSMUSG00000024232	Bambi	2610003H06Rik	BMP and activin membrane-bound inhibitor	protein-coding
Merged-chr18-74975644-1	chr18	74975587	74975703	+	5.45	NA	intron (NR_110446, intron 3 of 6)	B1F2|SINE|Alu	5902	NR_110446	71545	Mm.488094	NR_110446	ENSMUSG00000118384	9030625G05Rik	-	RIKEN cDNA 9030625G05 gene	ncRNA
Merged-chr6-39429833-1	chr6	39429771	39429896	+	5.45	NA	Intergenic	B3|SINE|B2	9455	NR_152168	621427	Mm.389742	NR_152168	ENSMUSG00000068601	Gm10244	Anmkrn1	predicted gene 10244	ncRNA
Merged-chr4-154182613-1	chr4	154182431	154182796	+	5.44	NA	intron (NM_001162977, intron 2 of 36)	intron (NM_001162977, intron 2 of 36)	11900	NM_001162977	230971	Mm.275216	NM_172273	ENSMUSG00000057751	Megf6	2600001P17Rik|Egfl3	multiple EGF-like-domains 6	protein-coding
Merged-chr6-108749351-1	chr6	108749289	108749414	+	5.42	NA	Intergenic	MT2A|LTR|ERVL	-33708	NM_026011	67166	Mm.271178	NM_026011	ENSMUSG00000030105	Arl8b	2610313E07Rik|3100002J04Rik|Arl10c|gie1	ADP-ribosylation factor-like 8B	protein-coding
Merged-chr17-27543705-1	chr17	27543650	27543762	+	5.42	NA	Intergenic	Intergenic	-12868	NM_001166545	15361	Mm.4438	NM_016660	ENSMUSG00000046711	Hmga1	AL023995|Hmga1a|Hmga1b|Hmgi|Hmgiy|Hmgy	high mobility group AT-hook 1	protein-coding
Merged-chr1-181589527-1	chr1	181589471	181589585	+	5.42	NA	Intergenic	Intergenic	-78077	NM_207280	403180	Mm.220754	NM_207280	ENSMUSG00000050625	Ccdc121	6530421E24Rik|Gm755	coiled-coil domain containing 121	protein-coding
Merged-chr2-164648918-1	chr2	164648835	164649003	+	5.42	NA	TTS (NM_001160414)	TTS (NM_001160414)	6047	NM_001160414	629754	Mm.190489	NM_001160414	ENSMUSG00000074594	Wfdc9	-	WAP four-disulfide core domain 9	protein-coding
Merged-chr13-38175010-1	chr13	38174869	38175152	+	5.42	NA	intron (NM_023842, intron 6 of 23)	intron (NM_023842, intron 6 of 23)	23716	NM_023842	109620	Mm.355327	NM_023842	ENSMUSG00000054889	Dsp	2300002E22Rik|5730453H04Rik|AA407887|AA407888|AW109828|DP|rul	desmoplakin	protein-coding
Merged-chr6-108752831-1	chr6	108752688	108752975	+	5.39	NA	Intergenic	Intergenic	-30228	NM_026011	67166	Mm.271178	NM_026011	ENSMUSG00000030105	Arl8b	2610313E07Rik|3100002J04Rik|Arl10c|gie1	ADP-ribosylation factor-like 8B	protein-coding
Merged-chr11-5453900-1	chr11	5453806	5453996	+	5.38	NA	Intergenic	MTC-int|LTR|ERVL-MaLR	-9054	NM_001080924	407821	Mm.216313	NM_001080924	ENSMUSG00000041961	Znrf3	Gm1167	zinc and ring finger 3	protein-coding
Merged-chr1-191293431-1	chr1	191293370	191293494	+	5.38	NA	Intergenic	ORR1A1|LTR|ERVL-MaLR	24699	NM_025424	66208	Mm.46444	NM_025424	ENSMUSG00000037499	Nenf	1110060M21Rik|SCIRP10|Spuf	neuron derived neurotrophic factor	protein-coding
Merged-chr8-112654318-1	chr8	112654248	112654389	+	5.38	NA	intron (NM_130457, intron 2 of 23)	intron (NM_130457, intron 2 of 23)	84275	NM_130457	170571	Mm.209232	NM_130457	ENSMUSG00000031772	Cntnap4	Caspr4|E130114F09Rik	contactin associated protein-like 4	protein-coding
Merged-chr9-16374994-1	chr9	16374925	16375065	+	5.38	NA	exon (NM_001080814, exon 2 of 26)	exon (NM_001080814, exon 2 of 26)	127059	NM_001080814	270120	Mm.195010	NM_001080814	ENSMUSG00000074505	Fat3	9430076A06Rik|D430038H04Rik|Gm1132|Gm510|MFAT3F	FAT atypical cadherin 3	protein-coding
Merged-chr11-49640160-1	chr11	49640087	49640235	+	5.38	NA	intron (NM_008029, intron 23 of 29)	intron (NM_008029, intron 23 of 29)	-23434	NM_054037	68662	Mm.22802	NM_054037	ENSMUSG00000064057	Scgb3a1	HIN-1|LuLeu2|Pnsp2|UGRP2|Utgrp2	secretoglobin, family 3A, member 1	protein-coding
Merged-chr7-51540915-1	chr7	51540855	51540976	+	5.36	NA	intron (NR_073508, intron 5 of 20)	B3A|SINE|B2	29886	NM_177694	233246	Mm.254431	NM_177694	ENSMUSG00000055489	Ano5	9330162L24|Gdd1|Tmem16e	anoctamin 5	protein-coding
Merged-chr7-73370371-1	chr7	73370233	73370511	+	5.36	NA	intron (NR_040324, intron 1 of 2)	intron (NR_040324, intron 1 of 2)	-5148	NM_177740	244058	Mm.333943	NM_177740	ENSMUSG00000070509	Rgma	BC059072|C230063O06	repulsive guidance molecule family member A	protein-coding
Merged-chr14-72938559-1	chr14	72938453	72938667	+	5.34	NA	Intergenic	Intergenic	-87043	NR_027860	668489	Mm.158324	NR_027860		Gm9199	EG668489	glycine cleavage system protein H (aminomethyl carrier) pseudogene	pseudo
Merged-chr12-55590659-1	chr12	55590585	55590735	+	5.33	NA	Intergenic	Tigger6b|DNA|TcMar-Tigger	-8257	NM_020287	56856	Mm.114886	NM_020287	ENSMUSG00000045440	Insm2	Mlt1	insulinoma-associated 2	protein-coding
Merged-chr14-33024787-1	chr14	33024727	33024848	+	5.33	NA	intron (NM_001146022, intron 41 of 58)	intron (NM_001146022, intron 41 of 58)	33405	NM_026253	67580	Mm.46115	NM_026253	ENSMUSG00000041673	Lrrc18	4930442L21Rik|MTLR1	leucine rich repeat containing 18	protein-coding
Merged-chr7-79803006-1	chr7	79802909	79803104	+	5.33	NA	Intergenic	Intergenic	-7721	NM_008589	17293	Mm.31472	NM_008589	ENSMUSG00000030543	Mesp2	bHLHc6	mesoderm posterior 2	protein-coding
Merged-chr6-85304505-1	chr6	85304400	85304611	+	5.33	NA	intron (NM_178639, intron 2 of 13)	Lx8|LINE|L1	28917	NM_178639	94282	Mm.121485	NM_178639	ENSMUSG00000033720	Sfxn5	C230001H08Rik	sideroflexin 5	protein-coding
Merged-chr11-69385883-1	chr11	69385804	69385963	+	5.31	NA	Intergenic	PB1D9|SINE|Alu	9463	NM_001045525	327951	Mm.415669	NM_001045525	ENSMUSG00000044795	Cyb5d1	Gm740	cytochrome b5 domain containing 1	protein-coding
Merged-chr6-103444102-1	chr6	103444047	103444158	+	5.31	NA	Intergenic	L1_Mus3|LINE|L1	-66774	NM_007697	12661	Mm.251288	NM_007697	ENSMUSG00000030077	Chl1	A530023M13Rik|AI465420|CALL|LICAM2	cell adhesion molecule L1-like	protein-coding
Merged-chr15-41920530-1	chr15	41920448	41920614	+	5.31	NA	Intergenic	Intergenic	-50811	NM_175456	223513	Mm.148913	NM_175456	ENSMUSG00000042895	Abra	C130068O12Rik|STARS	actin-binding Rho activating protein	protein-coding
Merged-chr12-41654836-1	chr12	41654682	41654991	+	5.29	NA	intron (NM_053122, intron 5 of 6)	intron (NM_053122, intron 5 of 6)	-168779	NM_001271708	16981	Mm.404786	NM_010733	ENSMUSG00000036295	Lrrn3	NLRR-3	leucine rich repeat protein 3, neuronal	protein-coding
Merged-chr9-121078353-1	chr9	121078261	121078447	+	5.29	NA	intron (NM_177589, intron 33 of 36)	intron (NM_177589, intron 33 of 36)	123268	NR_106058	102465661		NR_106058	ENSMUSG00000106193	Mir7090	mmu-mir-7090	microRNA 7090	ncRNA
